53, Private, 234721, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
52, Private, 137658, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 40, Dominican-Republic, <=50K
62, Self-emp-not-inc, 168682, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 5, United-States, <=50K
51, State-gov, 94174, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
63, Self-emp-not-inc, 122442, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 48, United-States, <=50K
63, Federal-gov, 154675, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
57, Private, 159319, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
65, Private, 258561, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, <=50K
57, Self-emp-not-inc, 95280, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 45, United-States, >50K
59, Private, 212783, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
59, Self-emp-inc, 146477, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
68, Self-emp-not-inc, 133736, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 20051, 0, 40, United-States, >50K
63, Private, 169983, 11th, 7, Widowed, Sales, Not-in-family, White, Female, 2176, 0, 30, United-States, <=50K
56, Private, 202220, Some-college, 10, Separated, Tech-support, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
62, Self-emp-inc, 354075, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
58, Private, 223400, Assoc-acdm, 12, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female, 0, 0, 35, Poland, <=50K
69, Local-gov, 286983, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 155408, HS-grad, 9, Widowed, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
56, Self-emp-inc, 187355, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 60, Canada, >50K
51, Self-emp-not-inc, 268639, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 2057, 60, Canada, <=50K
62, Private, 69867, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States, >50K
60, Private, 24872, Some-college, 10, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 30, United-States, <=50K
51, Private, 200618, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
66, Private, 151227, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 89534, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
67, Private, 166187, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Male, 0, 0, 38, United-States, >50K
54, Private, 93605, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1848, 40, United-States, >50K
69, Self-emp-not-inc, 89477, Some-college, 10, Widowed, Farming-fishing, Not-in-family, White, Female, 0, 0, 14, United-States, <=50K
67, Private, 172756, 1st-4th, 2, Widowed, Machine-op-inspct, Not-in-family, White, Female, 2062, 0, 34, Ecuador, <=50K
51, Private, 249339, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Local-gov, 313852, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
58, Private, 33350, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
55, Private, 177380, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 29, United-States, <=50K
54, Self-emp-not-inc, 199741, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Male, 0, 2001, 35, United-States, <=50K
57, Self-emp-inc, 165881, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 290661, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Local-gov, 168553, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Federal-gov, 55621, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
66, Local-gov, 189834, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
57, Self-emp-inc, 51016, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
57, Local-gov, 132717, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
57, Private, 237691, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
55, Private, 240988, 9th, 5, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
68, Private, 73773, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
58, Self-emp-not-inc, 331474, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
55, Private, 139843, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
54, Private, 346014, Some-college, 10, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 31460, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
57, Self-emp-inc, 33725, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
58, State-gov, 300623, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
58, Private, 275859, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Male, 8614, 0, 52, Mexico, >50K
62, Private, 41718, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, <=50K
53, State-gov, 227392, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, <=50K
71, Private, 137499, HS-grad, 9, Widowed, Sales, Other-relative, White, Female, 0, 0, 16, United-States, <=50K
52, Private, 194580, 5th-6th, 3, Divorced, Farming-fishing, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 91545, 10th, 6, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K
58, Private, 156040, Assoc-acdm, 12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 1848, 40, United-States, >50K
57, Self-emp-inc, 368797, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 153551, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
68, Local-gov, 242095, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 20051, 0, 40, United-States, >50K
53, Private, 231919, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
53, Private, 153052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 238913, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 46, United-States, >50K
59, Self-emp-not-inc, 32552, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, <=50K
53, Self-emp-inc, 135643, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 50, South, <=50K
55, Private, 181220, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
56, Private, 133025, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
54, Self-emp-not-inc, 124865, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
51, Private, 45599, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
66, Self-emp-inc, 249043, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 5556, 0, 26, United-States, >50K
60, Self-emp-not-inc, 282066, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 45, United-States, >50K
54, Private, 170562, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
63, Local-gov, 57674, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, <=50K
64, Private, 143110, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
53, Self-emp-not-inc, 30008, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K
80, Self-emp-not-inc, 132728, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
53, Local-gov, 293941, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 182123, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, <=50K
52, Self-emp-not-inc, 240013, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, <=50K
52, Private, 380633, 5th-6th, 3, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
54, Private, 53407, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Local-gov, 133201, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
71, Private, 77253, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 17, United-States, <=50K
72, Private, 225780, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
65, Private, 255386, HS-grad, 9, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, <=50K
68, Private, 159191, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
72, Self-emp-not-inc, 473748, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
56, Private, 178033, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Male, 4416, 0, 60, United-States, <=50K
58, Self-emp-not-inc, 193434, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
55, Private, 98746, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, Canada, >50K
64, Self-emp-not-inc, 30664, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K
51, Self-emp-not-inc, 111283, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 99999, 0, 35, United-States, >50K
79, Self-emp-not-inc, 84979, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, >50K
58, Private, 205410, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 213095, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
65, Private, 172815, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 155233, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
53, Federal-gov, 177212, Some-college, 10, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 102106, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
71, Self-emp-not-inc, 172046, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 95128, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, State-gov, 104280, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K
57, Private, 172291, HS-grad, 9, Divorced, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
52, Private, 110748, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
67, Local-gov, 256821, HS-grad, 9, Divorced, Protective-serv, Not-in-family, Black, Male, 0, 0, 20, United-States, <=50K
58, Self-emp-not-inc, 165315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, >50K
56, Private, 124771, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 183390, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, State-gov, 151580, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 40, United-States, >50K
54, Private, 118793, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
62, Private, 200332, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Private, 126233, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
60, Self-emp-not-inc, 327474, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, <=50K
53, Self-emp-not-inc, 33304, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
55, Private, 750972, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 41, United-States, <=50K
58, Private, 142924, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 24, United-States, >50K
74, Self-emp-inc, 228075, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 20051, 0, 25, United-States, >50K
61, Local-gov, 144723, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
57, Private, 162301, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
80, Private, 86111, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
55, Private, 49737, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
72, Private, 183616, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, England, <=50K
65, Private, 129426, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 90363, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 157932, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-not-inc, 89884, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
58, Private, 137506, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 548256, 12th, 8, Married-civ-spouse, Transport-moving, Husband, Black, Male, 7688, 0, 40, United-States, >50K
51, Self-emp-not-inc, 127149, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, >50K
68, State-gov, 493363, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
53, Private, 158352, 5th-6th, 3, Married-civ-spouse, Other-service, Other-relative, White, Female, 0, 0, 24, Italy, <=50K
74, Self-emp-not-inc, 192413, Prof-school, 15, Divorced, Prof-specialty, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
70, Self-emp-not-inc, 139889, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2653, 0, 70, United-States, <=50K
52, State-gov, 216342, Bachelors, 13, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
51, Local-gov, 110327, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 235693, 11th, 7, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
90, Private, 313749, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 10, United-States, <=50K
65, Private, 264188, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
58, Private, 116901, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
57, Private, 158827, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
67, Federal-gov, 65475, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 378747, 10th, 6, Separated, Transport-moving, Unmarried, Black, Male, 0, 0, 45, United-States, >50K
70, Private, 206232, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
61, Private, 298400, Bachelors, 13, Divorced, Sales, Not-in-family, Black, Male, 4787, 0, 48, United-States, >50K
51, Federal-gov, 163671, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, <=50K
51, Private, 137253, HS-grad, 9, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, >50K
66, Self-emp-not-inc, 182470, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, >50K
57, Self-emp-inc, 107617, HS-grad, 9, Separated, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
74, Private, 188709, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 50, United-States, >50K
65, Private, 173674, HS-grad, 9, Divorced, Other-service, Other-relative, White, Female, 0, 0, 14, United-States, <=50K
54, Private, 169719, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 40, United-States, >50K
56, Self-emp-inc, 258883, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
66, Self-emp-not-inc, 140456, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 200235, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 108435, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 2829, 0, 30, United-States, <=50K
62, Private, 174201, 9th, 5, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
55, Local-gov, 254949, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 319582, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
70, Private, 236055, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
71, Federal-gov, 422149, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 20051, 0, 40, United-States, >50K
52, Private, 74660, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 281425, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Self-emp-not-inc, 190514, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
53, Private, 195813, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, Other, Male, 5178, 0, 40, Puerto-Rico, >50K
67, Self-emp-inc, 171564, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 20051, 0, 30, England, >50K
52, Private, 186272, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Federal-gov, 230387, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
68, Self-emp-not-inc, 89011, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, Canada, <=50K
63, Private, 100099, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Federal-gov, 86837, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
73, Private, 77884, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
53, Private, 89587, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 45, United-States, >50K
58, Private, 234328, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 129525, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
54, Private, 37289, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 55, United-States, >50K
56, Self-emp-inc, 216636, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1651, 40, United-States, <=50K
60, Private, 31577, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Federal-gov, 61298, Bachelors, 13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Federal-gov, 190541, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
60, Private, 349898, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
52, Federal-gov, 29623, 12th, 8, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
63, Private, 114011, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
63, Self-emp-not-inc, 52144, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
58, Private, 293399, 11th, 7, Widowed, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
62, Private, 24515, 9th, 5, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 145574, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 32552, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 4, United-States, <=50K
66, Local-gov, 261062, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 389270, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K
56, Private, 116143, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 5178, 0, 44, United-States, >50K
64, Local-gov, 190660, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
70, Self-emp-not-inc, 124449, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2246, 8, United-States, >50K
59, Self-emp-inc, 169982, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
51, Self-emp-not-inc, 35295, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
73, Local-gov, 205580, 5th-6th, 3, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 6, United-States, <=50K
51, Local-gov, 35211, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
57, Private, 194850, Some-college, 10, Married-civ-spouse, Other-service, Husband, Other, Male, 0, 0, 40, Mexico, <=50K
55, Private, 101338, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 148522, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
73, Federal-gov, 127858, Some-college, 10, Widowed, Tech-support, Not-in-family, White, Female, 3273, 0, 40, United-States, <=50K
73, Self-emp-not-inc, 336007, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-not-inc, 46704, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
68, Local-gov, 31725, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
90, Local-gov, 153602, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 6767, 0, 40, United-States, <=50K
58, Local-gov, 34878, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
69, Local-gov, 197288, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, <=50K
58, Self-emp-not-inc, 157786, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Self-emp-not-inc, 140729, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K
53, Federal-gov, 90127, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 143804, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Self-emp-inc, 561489, Masters, 14, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K
54, Private, 225307, 11th, 7, Divorced, Craft-repair, Own-child, White, Female, 0, 0, 50, United-States, >50K
51, Private, 228516, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 45, Columbia, <=50K
55, Self-emp-not-inc, 119762, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
68, Private, 144056, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3818, 0, 40, United-States, <=50K
56, Self-emp-not-inc, 67841, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Self-emp-inc, 113806, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 30, United-States, >50K
57, Private, 104996, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
90, Private, 115306, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
