39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
38, Private, 187346, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 108103, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
35, Private, 155961, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 35, Jamaica, <=50K
37, Private, 167777, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 52, United-States, <=50K
36, Private, 225399, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K
32, Private, 193042, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
40, Self-emp-not-inc, 27242, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 84, United-States, <=50K
34, Private, 185041, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1669, 45, United-States, <=50K
39, Self-emp-inc, 336226, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 60, United-States, >50K
43, Private, 240698, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 411797, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, >50K
42, Private, 136177, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
35, Private, 243409, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Germany, <=50K
43, Private, 258049, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 53, United-States, >50K
34, Private, 164748, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 167476, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
44, Private, 106900, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K
35, Private, 335704, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
36, Private, 211022, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
30, Private, 163003, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 52, Taiwan, <=50K
36, Self-emp-inc, 77146, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K
39, Private, 67433, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Federal-gov, 118686, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
37, Private, 210438, 11th, 7, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
31, Self-emp-not-inc, 113364, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
32, Private, 193285, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 49749, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
45, Private, 201865, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
39, Private, 322143, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 70, United-States, >50K
37, Private, 162494, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 205407, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
36, Federal-gov, 930948, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 6497, 0, 56, United-States, <=50K
32, Private, 127895, Some-college, 10, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
34, Private, 248754, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 188096, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
36, Federal-gov, 343052, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 280966, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 42044, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
32, Private, 309513, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 163604, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
31, Private, 217803, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
31, Self-emp-not-inc, 323020, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 30, United-States, <=50K
41, Private, 34278, Assoc-voc, 11, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Local-gov, 181372, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 33, United-States, >50K
39, Private, 174924, HS-grad, 9, Separated, Exec-managerial, Not-in-family, White, Male, 14344, 0, 40, United-States, >50K
40, Self-emp-inc, 182437, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K
31, Private, 98639, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 174201, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Local-gov, 212005, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 242619, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
38, Private, 278557, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
36, Private, 184498, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 120131, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Self-emp-inc, 456236, Some-college, 10, Divorced, Sales, Own-child, White, Male, 0, 0, 45, United-States, >50K
42, Local-gov, 125461, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 4650, 0, 35, United-States, <=50K
43, Local-gov, 36924, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Private, 154668, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Federal-gov, 102238, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 54595, 10th, 6, Widowed, Other-service, Not-in-family, Black, Female, 0, 1980, 40, United-States, <=50K
35, Private, 257042, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
33, Private, 117186, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
35, Private, 178322, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, State-gov, 286911, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
30, Private, 149427, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K
45, Private, 101656, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
41, Private, 274363, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7298, 0, 42, United-States, >50K
42, Private, 210534, 5th-6th, 3, Separated, Adm-clerical, Other-relative, White, Male, 0, 0, 40, El-Salvador, <=50K
31, Private, 158162, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 13550, 0, 50, United-States, >50K
30, Private, 38848, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-not-inc, 154950, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K
33, Self-emp-not-inc, 196342, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
31, Private, 201292, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 339767, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 20, England, >50K
34, Private, 318886, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States, <=50K
30, State-gov, 242122, HS-grad, 9, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
35, Local-gov, 230754, Masters, 14, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
34, Private, 134737, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, >50K
32, Private, 515629, HS-grad, 9, Separated, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 90222, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 159442, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, Ireland, <=50K
43, Private, 118001, 7th-8th, 4, Separated, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
39, Private, 164898, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 166636, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 35, United-States, <=50K
32, Self-emp-not-inc, 241885, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Self-emp-not-inc, 156687, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 42, Japan, <=50K
33, Private, 69251, Assoc-voc, 11, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
38, State-gov, 272944, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 113667, HS-grad, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
40, Private, 222011, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
43, Private, 191196, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
38, Private, 169104, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
38, Private, 153066, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
35, Private, 172571, Assoc-voc, 11, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 207113, 10th, 6, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
43, Federal-gov, 192712, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
30, Private, 154297, 10th, 6, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
38, Private, 110402, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 33983, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 42, United-States, >50K
30, Private, 144064, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 62, United-States, <=50K
36, Private, 268620, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 33, United-States, <=50K
45, Private, 81132, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
31, Private, 323069, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Female, 0, 880, 45, United-States, <=50K
34, Private, 242984, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
42, Private, 103932, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 188942, Some-college, 10, Married-civ-spouse, Sales, Wife, Black, Female, 0, 0, 40, Puerto-Rico, <=50K
30, State-gov, 193380, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 35, United-States, <=50K
42, Self-emp-not-inc, 53956, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 55, United-States, <=50K
44, Private, 368757, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 220563, 12th, 8, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 233571, Assoc-voc, 11, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 37, United-States, >50K
39, Private, 187847, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 50, United-States, <=50K
44, Self-emp-not-inc, 254303, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 206951, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
41, Private, 282882, HS-grad, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 279015, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 70, Taiwan, >50K
30, Private, 277314, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
37, Private, 271767, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States, >50K
35, Private, 207676, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
30, Private, 340917, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 99844, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 45, United-States, <=50K
31, Private, 207685, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 34, United-States, <=50K
44, Private, 74680, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 50, United-States, >50K
30, Private, 36069, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 174308, 11th, 7, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 318947, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 187167, Assoc-acdm, 12, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 204742, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 282062, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 202729, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
33, Private, 205950, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 119207, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
30, Private, 173005, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 44, United-States, <=50K
39, Private, 164712, Some-college, 10, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 237943, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 1726, 40, United-States, <=50K
41, Private, 267252, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 1902, 40, United-States, >50K
32, Private, 174704, 11th, 7, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
38, Private, 87556, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, >50K
36, Federal-gov, 239074, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 211531, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
32, Local-gov, 223267, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, <=50K
41, Self-emp-not-inc, 188738, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 27, United-States, <=50K
35, Self-emp-not-inc, 97277, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 65, United-States, >50K
38, Private, 20308, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 224203, Some-college, 10, Widowed, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 225978, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
31, Private, 156743, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 76, United-States, >50K
31, Private, 509364, 5th-6th, 3, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, Mexico, <=50K
32, Private, 348152, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, State-gov, 159449, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 155106, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 106541, 5th-6th, 3, Married-civ-spouse, Other-service, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 377850, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, <=50K
40, Self-emp-inc, 57233, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
39, Private, 195253, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 147548, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 167990, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Canada, <=50K
44, Private, 167005, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, >50K
45, Local-gov, 304973, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 78, United-States, >50K
32, Private, 42596, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
45, Private, 220641, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 101452, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, England, >50K
35, Private, 188888, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
34, Private, 420749, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, Germany, <=50K
40, Private, 362482, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 126199, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 1831, 0, 50, United-States, <=50K
35, Local-gov, 216068, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
40, Private, 239708, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 230420, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
31, Private, 446358, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
36, Private, 293528, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 3, United-States, <=50K
44, State-gov, 55395, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 126838, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 186824, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 350387, HS-grad, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
31, Self-emp-inc, 114937, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
35, Private, 147258, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 1974, 40, United-States, <=50K
36, Private, 149833, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 287908, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, >50K
36, Private, 166549, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 25216, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 186932, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5178, 0, 75, United-States, >50K
34, Private, 82938, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
33, Private, 118710, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
44, Federal-gov, 206553, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 113364, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Self-emp-not-inc, 325355, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
36, Private, 162302, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
37, Private, 241174, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 99, United-States, >50K
38, Private, 168496, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Private, 362787, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
38, Federal-gov, 48123, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
30, Self-emp-inc, 173858, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1902, 40, South, >50K
32, Private, 207201, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
42, Private, 175943, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 35, United-States, >50K
41, Private, 352812, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
31, Private, 204829, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 247733, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K
43, Private, 55395, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 233511, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K
44, Self-emp-not-inc, 38876, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 174717, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
35, Federal-gov, 39207, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 340018, 10th, 6, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
39, Private, 225605, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 24, United-States, <=50K
36, Private, 289148, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Federal-gov, 382859, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 142444, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 55, United-States, >50K
45, Self-emp-not-inc, 298130, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, <=50K
35, Private, 219902, HS-grad, 9, Separated, Transport-moving, Unmarried, Black, Female, 0, 0, 48, United-States, <=50K
38, Private, 186959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 456236, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
35, Private, 98948, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 32, United-States, <=50K
41, Private, 166662, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
39, Private, 167482, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, United-States, >50K
45, Private, 189792, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 399052, 9th, 5, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 42, United-States, <=50K
40, Private, 104196, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 40, United-States, >50K
33, Local-gov, 281784, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Male, 0, 1564, 52, United-States, >50K
34, Private, 200192, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 115488, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 195755, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 181388, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 177181, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 230961, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
