@relation 'census_income-weka.filters.unsupervised.attribute.Remove-R2-4,7,9,14'

@attribute age numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
33,9,Married-civ-spouse,Husband,Male,0,0,45,<=50K
34,10,Divorced,Not-in-family,Female,0,0,38,<=50K
54,10,Married-civ-spouse,Husband,Male,0,0,50,<=50K
24,13,Never-married,Own-child,Female,0,0,40,<=50K
28,9,Never-married,Own-child,Male,0,0,50,<=50K
33,10,Married-civ-spouse,Husband,Male,0,0,44,<=50K
31,9,Married-civ-spouse,Husband,Male,0,0,60,>50K
70,9,Married-civ-spouse,Husband,Male,0,0,16,<=50K
43,9,Married-civ-spouse,Wife,Female,0,0,40,<=50K
36,10,Married-civ-spouse,Wife,Female,0,0,12,>50K
50,7,Never-married,Unmarried,Male,0,0,40,<=50K
21,10,Never-married,Not-in-family,Female,0,0,30,<=50K
31,10,Separated,Unmarried,Female,0,0,40,<=50K
39,10,Divorced,Unmarried,Female,0,0,35,<=50K
29,4,Married-civ-spouse,Wife,Female,0,0,40,<=50K
39,10,Divorced,Not-in-family,Male,0,0,40,<=50K
17,4,Never-married,Other-relative,Male,0,0,40,<=50K
46,10,Divorced,Unmarried,Female,0,0,40,<=50K
62,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
32,6,Divorced,Unmarried,Female,0,0,23,<=50K
28,9,Never-married,Own-child,Female,0,0,40,<=50K
19,10,Never-married,Other-relative,Female,0,0,40,<=50K
61,16,Married-civ-spouse,Husband,Male,4064,0,40,<=50K
24,13,Married-civ-spouse,Husband,Male,0,0,45,<=50K
38,10,Married-civ-spouse,Husband,Male,0,0,41,<=50K
38,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
17,6,Never-married,Own-child,Male,0,0,20,<=50K
28,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
52,9,Married-civ-spouse,Husband,Male,0,0,8,<=50K
61,15,Married-civ-spouse,Husband,Male,15024,0,20,>50K
69,3,Married-civ-spouse,Husband,Male,0,2267,40,<=50K
19,9,Never-married,Own-child,Female,0,0,25,<=50K
26,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
34,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
70,5,Married-civ-spouse,Wife,Female,2653,0,40,<=50K
21,9,Never-married,Not-in-family,Female,0,0,25,<=50K
43,9,Married-civ-spouse,Husband,Male,0,0,44,<=50K
52,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
59,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
21,11,Never-married,Own-child,Female,0,0,40,<=50K
53,14,Married-civ-spouse,Husband,Male,0,1977,40,>50K
55,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
46,14,Divorced,Not-in-family,Male,0,0,60,>50K
36,9,Separated,Unmarried,Female,0,0,37,<=50K
39,9,Never-married,Own-child,Male,0,0,48,<=50K
30,9,Never-married,Own-child,Female,0,0,30,<=50K
22,10,Never-married,Own-child,Female,0,0,16,<=50K
43,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
36,9,Divorced,Not-in-family,Male,0,0,56,<=50K
36,13,Married-civ-spouse,Own-child,Male,0,0,40,>50K
50,9,Divorced,Unmarried,Female,0,0,40,<=50K
27,13,Never-married,Not-in-family,Female,0,0,35,<=50K
46,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
24,13,Never-married,Own-child,Male,0,0,20,<=50K
41,9,Divorced,Not-in-family,Male,0,0,40,<=50K
68,9,Married-civ-spouse,Husband,Male,0,0,24,<=50K
38,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
47,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
41,10,Never-married,Not-in-family,Male,0,0,20,<=50K
31,16,Never-married,Own-child,Female,0,0,48,<=50K
29,10,Married-civ-spouse,Husband,Male,0,0,42,<=50K
26,9,Never-married,Own-child,Female,0,0,40,<=50K
51,10,Widowed,Unmarried,Female,0,0,36,<=50K
26,13,Never-married,Not-in-family,Male,0,0,60,<=50K
27,13,Never-married,Not-in-family,Female,0,0,60,<=50K
36,9,Married-civ-spouse,Husband,Male,0,0,50,<=50K
28,13,Never-married,Not-in-family,Female,0,0,40,<=50K
53,13,Divorced,Not-in-family,Female,0,0,40,<=50K
40,13,Divorced,Not-in-family,Male,0,0,40,<=50K
38,9,Divorced,Not-in-family,Female,0,0,20,<=50K
53,6,Married-civ-spouse,Husband,Male,0,0,34,<=50K
34,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
43,9,Divorced,Not-in-family,Male,0,0,60,<=50K
64,6,Married-civ-spouse,Husband,Male,0,0,40,<=50K
21,10,Never-married,Own-child,Female,0,0,40,<=50K
38,15,Never-married,Not-in-family,Female,99999,0,57,>50K
47,14,Divorced,Not-in-family,Male,0,0,50,>50K
48,16,Married-civ-spouse,Husband,Male,0,1902,40,>50K
57,9,Married-civ-spouse,Husband,Male,0,0,50,<=50K
37,13,Never-married,Not-in-family,Female,0,0,35,<=50K
37,7,Divorced,Not-in-family,Male,0,0,40,<=50K
51,9,Married-civ-spouse,Husband,Male,0,0,55,>50K
32,12,Never-married,Not-in-family,Female,0,0,40,<=50K
49,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
52,9,Married-civ-spouse,Husband,Male,0,0,14,<=50K
64,12,Married-civ-spouse,Husband,Male,9386,0,45,>50K
46,9,Divorced,Unmarried,Female,0,0,45,<=50K
24,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
39,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
23,9,Married-civ-spouse,Wife,Female,3942,0,40,<=50K
30,10,Never-married,Not-in-family,Male,0,0,44,<=50K
34,14,Divorced,Own-child,Female,0,0,60,>50K
30,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
25,13,Never-married,Not-in-family,Female,0,0,40,<=50K
58,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
32,10,Married-civ-spouse,Husband,Male,0,0,50,<=50K
37,9,Separated,Unmarried,Female,0,0,25,<=50K
35,9,Separated,Not-in-family,Female,0,0,40,<=50K
18,3,Never-married,Other-relative,Male,0,0,30,<=50K
46,13,Divorced,Unmarried,Female,0,0,40,<=50K
71,13,Never-married,Not-in-family,Male,11678,0,45,>50K
44,6,Divorced,Unmarried,Female,0,0,40,<=50K
45,6,Divorced,Not-in-family,Female,0,0,40,<=50K
40,8,Married-civ-spouse,Husband,Male,0,0,40,>50K
38,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
52,9,Married-civ-spouse,Wife,Female,0,0,40,<=50K
47,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
49,13,Divorced,Unmarried,Female,0,0,35,<=50K
59,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
22,11,Never-married,Own-child,Female,0,0,37,<=50K
44,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
76,13,Widowed,Not-in-family,Female,0,0,20,<=50K
50,6,Never-married,Not-in-family,Male,0,0,40,<=50K
33,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
43,9,Married-civ-spouse,Husband,Male,0,0,48,>50K
27,9,Married-civ-spouse,Wife,Female,5178,0,40,>50K
37,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
40,7,Married-civ-spouse,Husband,Male,0,0,55,<=50K
49,10,Divorced,Not-in-family,Female,0,0,40,<=50K
48,10,Never-married,Not-in-family,Male,0,0,45,<=50K
49,9,Separated,Unmarried,Female,0,625,40,<=50K
22,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
42,9,Divorced,Not-in-family,Female,0,0,40,<=50K
36,10,Divorced,Not-in-family,Female,0,0,40,<=50K
30,9,Never-married,Not-in-family,Female,0,0,40,<=50K
40,9,Never-married,Other-relative,Male,0,0,40,<=50K
42,9,Married-civ-spouse,Husband,Male,0,0,45,<=50K
56,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
55,10,Divorced,Not-in-family,Female,0,0,40,<=50K
25,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
33,10,Never-married,Unmarried,Female,0,0,35,<=50K
55,9,Married-civ-spouse,Husband,Male,4064,0,40,<=50K
47,13,Married-civ-spouse,Husband,Male,0,0,60,>50K
23,12,Never-married,Own-child,Female,0,0,65,<=50K
55,13,Divorced,Not-in-family,Female,0,0,50,<=50K
43,9,Never-married,Not-in-family,Female,0,0,50,<=50K
31,11,Married-civ-spouse,Husband,Male,0,0,50,<=50K
62,12,Widowed,Not-in-family,Female,0,0,40,<=50K
42,9,Married-civ-spouse,Husband,Male,0,0,8,<=50K
38,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
29,9,Never-married,Not-in-family,Male,0,0,42,<=50K
26,10,Never-married,Not-in-family,Male,0,0,60,<=50K
26,9,Married-civ-spouse,Wife,Female,0,0,52,>50K
37,9,Married-civ-spouse,Husband,Male,0,0,72,<=50K
79,8,Widowed,Not-in-family,Male,18481,0,45,>50K
61,4,Never-married,Not-in-family,Male,0,0,48,<=50K
28,4,Never-married,Other-relative,Female,0,0,99,<=50K
60,13,Married-civ-spouse,Husband,Male,7298,0,60,>50K
51,9,Divorced,Not-in-family,Male,0,0,81,<=50K
34,9,Married-civ-spouse,Husband,Male,0,0,43,>50K
35,9,Divorced,Own-child,Male,0,0,40,<=50K
27,6,Married-civ-spouse,Husband,Male,0,0,60,<=50K
44,9,Divorced,Unmarried,Female,0,0,40,<=50K
25,9,Separated,Unmarried,Female,0,0,20,<=50K
32,4,Divorced,Unmarried,Female,0,0,40,<=50K
36,10,Married-civ-spouse,Husband,Male,0,0,20,>50K
27,14,Never-married,Unmarried,Male,0,0,30,<=50K
40,16,Married-civ-spouse,Husband,Male,0,0,60,>50K
25,13,Never-married,Not-in-family,Male,0,0,40,<=50K
41,9,Married-civ-spouse,Husband,Male,0,0,50,<=50K
30,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
26,13,Never-married,Not-in-family,Male,0,2258,45,>50K
52,7,Married-civ-spouse,Husband,Male,0,0,40,<=50K
32,13,Never-married,Not-in-family,Female,0,0,45,<=50K
33,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
35,9,Married-civ-spouse,Husband,Male,0,0,55,<=50K
48,9,Widowed,Not-in-family,Female,0,0,44,<=50K
62,4,Married-civ-spouse,Husband,Male,0,0,5,<=50K
40,12,Never-married,Own-child,Female,0,0,2,<=50K
28,3,Never-married,Not-in-family,Female,0,0,40,<=50K
23,10,Never-married,Not-in-family,Female,0,0,30,<=50K
50,13,Married-civ-spouse,Husband,Male,7298,0,40,>50K
51,10,Divorced,Unmarried,Female,0,0,35,<=50K
63,10,Married-civ-spouse,Husband,Male,0,0,48,<=50K
63,9,Widowed,Not-in-family,Female,0,0,40,<=50K
40,9,Divorced,Not-in-family,Male,0,0,60,>50K
40,9,Never-married,Not-in-family,Male,0,0,40,<=50K
41,13,Married-civ-spouse,Wife,Female,0,0,15,>50K
20,10,Never-married,Own-child,Female,0,0,15,<=50K
28,13,Married-civ-spouse,Husband,Male,0,1887,40,>50K
35,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
31,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
34,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
57,14,Married-civ-spouse,Husband,Male,0,0,50,>50K
28,9,Never-married,Not-in-family,Female,0,0,40,<=50K
38,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
37,11,Never-married,Not-in-family,Male,0,0,40,<=50K
43,10,Divorced,Not-in-family,Female,0,0,40,<=50K
26,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
26,10,Married-civ-spouse,Husband,Male,0,0,65,<=50K
27,11,Married-civ-spouse,Husband,Male,0,0,50,<=50K
33,13,Married-civ-spouse,Husband,Male,0,0,45,<=50K
45,13,Never-married,Not-in-family,Female,0,0,40,<=50K
65,13,Married-civ-spouse,Husband,Male,0,0,20,<=50K
57,10,Married-civ-spouse,Husband,Male,99999,0,45,>50K
59,9,Divorced,Not-in-family,Female,0,0,38,<=50K
18,10,Never-married,Own-child,Male,0,0,26,<=50K
44,8,Married-civ-spouse,Husband,Male,0,0,40,<=50K
37,10,Never-married,Not-in-family,Male,0,0,40,<=50K
27,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
43,13,Married-civ-spouse,Wife,Female,0,0,45,>50K
59,15,Married-civ-spouse,Husband,Male,0,0,40,>50K
19,9,Never-married,Not-in-family,Male,0,0,40,<=50K
36,9,Never-married,Unmarried,Male,0,0,90,<=50K
68,10,Married-civ-spouse,Husband,Male,20051,0,40,>50K
63,7,Widowed,Not-in-family,Female,2176,0,30,<=50K
37,10,Married-civ-spouse,Husband,Male,0,0,57,<=50K
46,14,Divorced,Not-in-family,Female,0,1876,60,<=50K
31,12,Divorced,Unmarried,Female,0,0,35,<=50K
23,9,Never-married,Own-child,Male,0,0,40,<=50K
22,10,Never-married,Not-in-family,Male,0,0,30,<=50K
49,9,Married-civ-spouse,Husband,Male,0,1672,44,<=50K
36,9,Divorced,Unmarried,Female,0,0,40,<=50K
38,10,Divorced,Not-in-family,Male,0,0,50,<=50K
46,14,Married-civ-spouse,Husband,Male,0,1902,45,>50K
24,12,Never-married,Own-child,Female,0,0,40,<=50K
26,13,Never-married,Own-child,Female,0,0,40,<=50K
47,4,Married-civ-spouse,Wife,Female,0,0,40,<=50K
40,10,Married-civ-spouse,Husband,Male,0,1887,40,>50K
31,14,Never-married,Not-in-family,Female,0,0,50,<=50K
42,3,Married-spouse-absent,Not-in-family,Male,0,0,35,<=50K
48,11,Married-civ-spouse,Husband,Male,0,0,70,>50K
56,10,Separated,Unmarried,Female,0,0,38,<=50K
50,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
17,6,Never-married,Own-child,Male,0,0,20,<=50K
21,9,Never-married,Other-relative,Male,0,1719,25,<=50K
50,9,Divorced,Not-in-family,Female,0,0,40,<=50K
49,9,Divorced,Not-in-family,Female,0,0,32,<=50K
34,9,Married-civ-spouse,Wife,Female,0,0,15,<=50K
32,9,Married-civ-spouse,Husband,Male,0,0,60,>50K
28,10,Married-civ-spouse,Husband,Male,0,0,40,>50K
62,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
23,13,Never-married,Not-in-family,Male,0,0,15,<=50K
24,14,Never-married,Not-in-family,Female,0,0,40,<=50K
31,11,Married-civ-spouse,Wife,Female,0,0,40,<=50K
36,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
58,12,Married-civ-spouse,Other-relative,Female,0,0,35,<=50K
39,14,Married-civ-spouse,Husband,Male,0,0,40,>50K
21,9,Never-married,Not-in-family,Male,0,0,42,<=50K
39,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
21,10,Never-married,Own-child,Female,0,0,35,<=50K
33,11,Married-civ-spouse,Husband,Male,0,0,40,>50K
37,9,Married-civ-spouse,Husband,Male,0,0,50,>50K
29,9,Never-married,Unmarried,Female,0,0,40,<=50K
43,9,Divorced,Own-child,Female,0,0,40,<=50K
22,9,Never-married,Own-child,Male,0,0,40,<=50K
25,14,Never-married,Own-child,Female,0,0,40,>50K
69,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
17,7,Never-married,Own-child,Female,0,0,25,<=50K
54,9,Widowed,Unmarried,Female,0,0,40,<=50K
28,8,Married-civ-spouse,Other-relative,Male,0,0,40,<=50K
27,11,Never-married,Own-child,Female,0,0,38,<=50K
35,12,Divorced,Unmarried,Male,0,0,45,>50K
38,11,Married-civ-spouse,Wife,Female,0,0,40,>50K
33,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
26,9,Never-married,Own-child,Male,0,0,40,<=50K
56,10,Married-civ-spouse,Wife,Female,0,0,60,>50K
38,13,Married-civ-spouse,Husband,Male,0,0,70,>50K
51,10,Married-civ-spouse,Wife,Female,0,2057,60,<=50K
26,10,Never-married,Not-in-family,Female,0,0,50,<=50K
33,13,Married-civ-spouse,Husband,Male,0,0,55,>50K
44,4,Married-civ-spouse,Husband,Male,0,0,50,<=50K
36,5,Divorced,Not-in-family,Female,0,0,40,<=50K
42,10,Divorced,Unmarried,Male,0,0,40,<=50K
44,12,Married-civ-spouse,Husband,Male,0,0,40,<=50K
44,13,Married-civ-spouse,Husband,Male,15024,0,55,>50K
21,10,Never-married,Own-child,Female,0,0,20,<=50K
41,10,Married-civ-spouse,Husband,Male,0,0,50,>50K
41,16,Married-civ-spouse,Husband,Male,15024,0,50,>50K
62,11,Married-civ-spouse,Husband,Male,7298,0,50,>50K
27,7,Separated,Not-in-family,Male,0,0,45,<=50K
38,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
60,10,Separated,Not-in-family,Female,0,0,30,<=50K
24,8,Never-married,Unmarried,Male,0,0,40,<=50K
22,9,Never-married,Own-child,Male,0,0,40,<=50K
22,2,Never-married,Not-in-family,Male,0,0,24,<=50K
51,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
31,14,Married-civ-spouse,Husband,Male,0,1977,48,>50K
42,15,Married-civ-spouse,Husband,Male,0,0,55,>50K
49,9,Married-civ-spouse,Husband,Male,7298,0,43,>50K
37,13,Never-married,Own-child,Female,0,0,42,<=50K
37,15,Married-civ-spouse,Husband,Male,0,0,45,>50K
66,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
46,11,Separated,Not-in-family,Female,0,0,40,<=50K
52,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
23,9,Never-married,Not-in-family,Male,0,0,40,<=50K
67,9,Widowed,Unmarried,Male,0,0,38,>50K
19,10,Never-married,Own-child,Female,0,0,25,<=50K
37,13,Never-married,Not-in-family,Female,0,0,45,<=50K
42,9,Married-civ-spouse,Husband,Male,0,1977,60,>50K
39,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
54,9,Married-civ-spouse,Husband,Male,0,1848,40,>50K
46,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
33,9,Never-married,Unmarried,Female,0,0,40,<=50K
69,10,Widowed,Not-in-family,Female,0,0,14,<=50K
21,10,Never-married,Own-child,Male,0,0,40,<=50K
27,9,Never-married,Other-relative,Male,0,0,48,<=50K
39,9,Married-civ-spouse,Husband,Male,0,0,40,>50K
23,10,Divorced,Not-in-family,Male,0,0,40,<=50K
26,11,Divorced,Unmarried,Female,0,0,36,<=50K
42,16,Married-spouse-absent,Unmarried,Female,0,0,40,<=50K
36,9,Divorced,Unmarried,Male,0,0,40,<=50K
24,9,Never-married,Unmarried,Male,0,0,40,<=50K
35,5,Married-civ-spouse,Husband,Male,0,0,40,<=50K
42,9,Divorced,Unmarried,Female,0,0,40,<=50K
37,11,Married-civ-spouse,Husband,Male,4386,0,44,>50K
41,16,Married-civ-spouse,Husband,Male,0,0,50,>50K
27,11,Never-married,Unmarried,Female,0,0,40,<=50K
42,15,Married-civ-spouse,Husband,Male,99999,0,50,>50K
18,9,Never-married,Own-child,Female,0,0,16,<=50K
41,13,Married-civ-spouse,Husband,Male,0,0,40,>50K
31,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
26,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
67,2,Widowed,Not-in-family,Female,2062,0,34,<=50K
37,10,Married-civ-spouse,Husband,Male,0,0,60,>50K
51,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
26,10,Never-married,Own-child,Male,0,0,40,<=50K
40,12,Married-civ-spouse,Husband,Male,7688,0,40,>50K
25,9,Never-married,Unmarried,Male,0,0,40,<=50K
38,11,Married-civ-spouse,Husband,Male,0,0,40,>50K
43,9,Separated,Not-in-family,Male,0,0,40,<=50K
23,10,Separated,Other-relative,Female,0,0,40,<=50K
44,13,Married-civ-spouse,Husband,Male,0,1902,50,>50K
60,14,Divorced,Not-in-family,Female,0,0,25,<=50K
38,14,Never-married,Not-in-family,Female,0,1669,55,<=50K
21,10,Never-married,Not-in-family,Male,0,0,20,<=50K
18,10,Never-married,Own-child,Female,0,0,25,<=50K
49,13,Divorced,Not-in-family,Female,27828,0,60,>50K
43,3,Divorced,Unmarried,Female,0,0,40,<=50K
36,9,Married-civ-spouse,Husband,Male,0,0,25,>50K
31,9,Married-civ-spouse,Wife,Female,5178,0,35,>50K
38,9,Divorced,Other-relative,Female,0,0,40,<=50K
43,10,Married-civ-spouse,Husband,Male,0,0,84,<=50K
58,9,Divorced,Unmarried,Female,0,0,35,<=50K
55,9,Divorced,Not-in-family,Female,0,0,29,<=50K
39,12,Divorced,Unmarried,Female,0,0,35,<=50K
38,13,Divorced,Not-in-family,Female,0,0,35,<=50K
54,9,Widowed,Not-in-family,Male,0,2001,35,<=50K
57,15,Married-civ-spouse,Husband,Male,0,0,40,<=50K
35,12,Married-civ-spouse,Husband,Male,0,0,52,<=50K
44,15,Married-civ-spouse,Husband,Male,0,0,60,>50K
36,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
58,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
39,10,Never-married,Own-child,Female,0,2205,40,<=50K
25,15,Never-married,Not-in-family,Female,0,0,8,<=50K
54,13,Married-civ-spouse,Husband,Male,0,0,40,<=50K
23,13,Never-married,Not-in-family,Female,0,0,40,<=50K
37,10,Never-married,Not-in-family,Male,0,0,60,<=50K
60,12,Married-civ-spouse,Husband,Male,0,0,40,<=50K
66,4,Widowed,Not-in-family,Female,0,0,20,<=50K
36,12,Married-civ-spouse,Husband,Male,0,0,50,<=50K
29,9,Married-spouse-absent,Other-relative,Male,0,1564,50,>50K
29,13,Never-married,Own-child,Female,2202,0,40,<=50K
25,13,Divorced,Not-in-family,Female,0,0,44,<=50K
23,10,Never-married,Own-child,Male,0,0,40,<=50K
38,9,Never-married,Own-child,Male,0,0,40,<=50K
33,10,Married-civ-spouse,Husband,Male,0,0,50,>50K
49,10,Married-civ-spouse,Husband,Male,0,0,60,<=50K
57,9,Married-civ-spouse,Husband,Male,0,0,60,>50K
57,13,Married-civ-spouse,Husband,Male,0,0,45,<=50K
46,10,Never-married,Not-in-family,Female,0,0,45,<=50K
37,14,Married-civ-spouse,Husband,Male,0,0,70,>50K
43,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
26,9,Never-married,Not-in-family,Female,0,0,35,<=50K
40,11,Separated,Other-relative,Female,0,0,40,<=50K
39,9,Never-married,Other-relative,Male,0,0,40,<=50K
39,12,Divorced,Unmarried,Female,0,0,40,<=50K
31,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
31,13,Married-civ-spouse,Husband,Male,0,0,36,<=50K
27,13,Never-married,Not-in-family,Female,0,0,40,<=50K
36,13,Married-civ-spouse,Husband,Male,0,0,50,<=50K
40,13,Divorced,Not-in-family,Female,8614,0,40,>50K
57,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
24,9,Never-married,Not-in-family,Female,0,0,35,<=50K
30,10,Never-married,Not-in-family,Male,0,0,45,<=50K
28,8,Never-married,Not-in-family,Male,0,0,50,<=50K
22,13,Never-married,Not-in-family,Male,0,0,40,<=50K
31,4,Never-married,Own-child,Male,0,0,50,<=50K
33,9,Married-civ-spouse,Husband,Male,0,0,44,>50K
20,10,Never-married,Other-relative,Male,0,0,15,<=50K
25,8,Married-civ-spouse,Husband,Male,0,0,60,<=50K
49,10,Married-civ-spouse,Husband,Male,0,0,40,<=50K
21,9,Never-married,Own-child,Female,0,0,35,<=50K
45,13,Married-civ-spouse,Husband,Male,0,0,45,>50K
36,9,Married-civ-spouse,Husband,Male,0,0,45,>50K
41,3,Married-spouse-absent,Not-in-family,Female,0,0,32,<=50K
23,13,Never-married,Not-in-family,Male,0,1602,12,<=50K
47,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
41,9,Divorced,Not-in-family,Male,0,0,50,<=50K
30,9,Never-married,Unmarried,Female,0,0,40,<=50K
29,10,Never-married,Not-in-family,Male,0,0,40,<=50K
31,4,Divorced,Unmarried,Female,0,0,40,<=50K
55,5,Married-civ-spouse,Other-relative,Male,0,0,40,<=50K
19,9,Never-married,Not-in-family,Male,0,0,35,<=50K
31,8,Married-civ-spouse,Wife,Female,0,0,40,>50K
18,7,Never-married,Own-child,Male,0,0,8,<=50K
68,9,Widowed,Not-in-family,Female,0,0,24,<=50K
36,10,Never-married,Unmarried,Female,0,0,48,<=50K
44,15,Married-civ-spouse,Husband,Male,0,0,50,>50K
58,9,Married-civ-spouse,Wife,Female,0,0,20,>50K
20,9,Never-married,Own-child,Female,0,0,20,<=50K
18,6,Never-married,Own-child,Male,0,0,40,<=50K
32,9,Never-married,Own-child,Female,0,0,30,<=50K
49,9,Divorced,Not-in-family,Female,0,0,40,<=50K
34,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
22,9,Never-married,Not-in-family,Female,0,0,40,<=50K
40,9,Married-civ-spouse,Husband,Male,0,0,45,<=50K
35,9,Married-civ-spouse,Husband,Male,0,0,40,<=50K
44,8,Married-civ-spouse,Husband,Male,0,0,60,<=50K
55,9,Divorced,Not-in-family,Female,0,0,60,<=50K
21,11,Married-civ-spouse,Husband,Male,0,2603,40,<=50K
54,10,Married-civ-spouse,Wife,Female,0,0,40,<=50K
39,10,Never-married,Not-in-family,Female,2202,0,44,<=50K
52,9,Divorced,Not-in-family,Male,0,0,38,<=50K
57,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
58,9,Divorced,Unmarried,Female,0,0,40,<=50K
27,10,Never-married,Other-relative,Male,0,0,16,<=50K
41,10,Divorced,Not-in-family,Male,0,0,40,<=50K
18,7,Never-married,Own-child,Female,0,0,16,<=50K
58,9,Widowed,Unmarried,Male,8614,0,52,>50K
50,3,Divorced,Not-in-family,Male,0,0,37,<=50K
31,10,Never-married,Not-in-family,Male,0,0,40,<=50K
32,6,Divorced,Not-in-family,Male,0,0,40,<=50K
37,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
26,13,Married-civ-spouse,Husband,Male,0,0,20,<=50K
33,11,Married-civ-spouse,Husband,Male,0,0,50,<=50K
35,9,Never-married,Unmarried,Female,0,0,40,<=50K
44,13,Never-married,Not-in-family,Female,0,0,45,<=50K
26,13,Never-married,Own-child,Male,0,0,40,<=50K
48,9,Divorced,Not-in-family,Male,0,0,40,<=50K
40,13,Never-married,Not-in-family,Male,0,0,40,<=50K
62,6,Married-civ-spouse,Husband,Male,0,0,35,<=50K
37,15,Married-civ-spouse,Husband,Male,0,0,45,>50K
18,7,Never-married,Own-child,Male,0,0,18,<=50K
48,9,Divorced,Other-relative,Female,0,0,38,<=50K
45,14,Married-civ-spouse,Husband,Male,0,0,50,<=50K
35,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
35,9,Divorced,Unmarried,Male,0,0,40,<=50K
34,9,Married-civ-spouse,Husband,Male,0,0,51,<=50K
29,9,Married-civ-spouse,Wife,Female,0,0,40,<=50K
19,10,Never-married,Own-child,Male,0,0,30,<=50K
53,10,Married-civ-spouse,Husband,Male,0,0,60,<=50K
49,10,Divorced,Not-in-family,Male,0,0,40,<=50K
71,9,Widowed,Other-relative,Female,0,0,16,<=50K
38,4,Married-civ-spouse,Husband,Male,0,0,36,<=50K
39,14,Married-civ-spouse,Husband,Male,0,0,45,<=50K
23,13,Never-married,Not-in-family,Female,0,0,40,<=50K
29,13,Married-civ-spouse,Husband,Male,0,0,50,>50K
52,3,Divorced,Unmarried,Male,0,0,40,<=50K
41,10,Married-civ-spouse,Wife,Female,0,0,40,>50K
20,10,Never-married,Not-in-family,Male,0,0,35,<=50K
30,10,Married-civ-spouse,Husband,Male,0,0,45,<=50K
